"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.224,0.290909090909091
"PE_vs_NP","Baseline",303,0.225,0.290909090909091
"PE_vs_NP","Baseline",303,0.226,0.290909090909091
"PE_vs_NP","Baseline",303,0.227,0.290909090909091
"PE_vs_NP","Baseline",303,0.228,0.290909090909091
"PE_vs_NP","Baseline",303,0.229,0.290909090909091
"PE_vs_NP","Baseline",303,0.23,0.290909090909091
"PE_vs_NP","Baseline",303,0.231,0.290909090909091
"PE_vs_NP","Baseline",303,0.232,0.290909090909091
"PE_vs_NP","Baseline",303,0.233,0.3
"PE_vs_NP","Baseline",303,0.234,0.3
"PE_vs_NP","Baseline",303,0.235,0.3
"PE_vs_NP","Baseline",303,0.236,0.3
"PE_vs_NP","Baseline",303,0.237,0.3
"PE_vs_NP","Baseline",303,0.238,0.3
"PE_vs_NP","Baseline",303,0.239,0.3
"PE_vs_NP","Baseline",303,0.24,0.3
"PE_vs_NP","Baseline",303,0.241,0.3
"PE_vs_NP","Baseline",303,0.242,0.3
"PE_vs_NP","Baseline",303,0.243,0.3
"PE_vs_NP","Baseline",303,0.244,0.3
"PE_vs_NP","Baseline",303,0.245,0.3
"PE_vs_NP","Baseline",303,0.246,0.3
"PE_vs_NP","Baseline",303,0.247,0.3
"PE_vs_NP","Baseline",303,0.248,0.3
"PE_vs_NP","Baseline",303,0.249,0.3
"PE_vs_NP","Baseline",303,0.25,0.3
"PE_vs_NP","Baseline",303,0.251,0.3
"PE_vs_NP","Baseline",303,0.252,0.3
"PE_vs_NP","Baseline",303,0.253,0.3
"PE_vs_NP","Baseline",303,0.254,0.3
"PE_vs_NP","Baseline",303,0.255,0.3
"PE_vs_NP","Baseline",303,0.256,0.300509090909091
"PE_vs_NP","Baseline",303,0.257,0.302109090909091
"PE_vs_NP","Baseline",303,0.258,0.303709090909091
"PE_vs_NP","Baseline",303,0.259,0.305309090909091
"PE_vs_NP","Baseline",303,0.26,0.306909090909091
"PE_vs_NP","Baseline",303,0.261,0.308509090909091
"PE_vs_NP","Baseline",303,0.262,0.309090909090909
"PE_vs_NP","Baseline",303,0.263,0.309090909090909
"PE_vs_NP","Baseline",303,0.264,0.309090909090909
"PE_vs_NP","Baseline",303,0.265,0.309090909090909
"PE_vs_NP","Baseline",303,0.266,0.309090909090909
"PE_vs_NP","Baseline",303,0.267,0.309090909090909
"PE_vs_NP","Baseline",303,0.268,0.309090909090909
