"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.301,0.46
"PE_vs_NP","Baseline",303,0.302,0.46
"PE_vs_NP","Baseline",303,0.303,0.46
"PE_vs_NP","Baseline",303,0.304,0.46
"PE_vs_NP","Baseline",303,0.305,0.46
"PE_vs_NP","Baseline",303,0.306,0.46232
"PE_vs_NP","Baseline",303,0.307,0.466666666666667
"PE_vs_NP","Baseline",303,0.308,0.466666666666667
"PE_vs_NP","Baseline",303,0.309,0.466666666666667
"PE_vs_NP","Baseline",303,0.31,0.466666666666667
"PE_vs_NP","Baseline",303,0.311,0.466666666666667
"PE_vs_NP","Baseline",303,0.312,0.466666666666667
"PE_vs_NP","Baseline",303,0.313,0.466666666666667
"PE_vs_NP","Baseline",303,0.314,0.466666666666667
"PE_vs_NP","Baseline",303,0.315,0.466666666666667
"PE_vs_NP","Baseline",303,0.316,0.466666666666667
"PE_vs_NP","Baseline",303,0.317,0.466666666666667
"PE_vs_NP","Baseline",303,0.318,0.466666666666667
"PE_vs_NP","Baseline",303,0.319,0.466666666666667
"PE_vs_NP","Baseline",303,0.32,0.468533333333333
"PE_vs_NP","Baseline",303,0.321,0.47218
"PE_vs_NP","Baseline",303,0.322,0.478760000000001
"PE_vs_NP","Baseline",303,0.323,0.48
"PE_vs_NP","Baseline",303,0.324,0.48
"PE_vs_NP","Baseline",303,0.325,0.48
"PE_vs_NP","Baseline",303,0.326,0.48
"PE_vs_NP","Baseline",303,0.327,0.48
"PE_vs_NP","Baseline",303,0.328,0.48
"PE_vs_NP","Baseline",303,0.329,0.48
"PE_vs_NP","Baseline",303,0.33,0.481866666666667
"PE_vs_NP","Baseline",303,0.331,0.49064
"PE_vs_NP","Baseline",303,0.332,0.493333333333333
"PE_vs_NP","Baseline",303,0.333,0.493333333333333
"PE_vs_NP","Baseline",303,0.334,0.493333333333333
"PE_vs_NP","Baseline",303,0.335,0.493333333333333
"PE_vs_NP","Baseline",303,0.336,0.493333333333333
"PE_vs_NP","Baseline",303,0.337,0.493333333333333
"PE_vs_NP","Baseline",303,0.338,0.493333333333333
"PE_vs_NP","Baseline",303,0.339,0.493471111111111
"PE_vs_NP","Baseline",303,0.34,0.494933333333333
"PE_vs_NP","Baseline",303,0.341,0.496395555555555
"PE_vs_NP","Baseline",303,0.342,0.497857777777778
"PE_vs_NP","Baseline",303,0.343,0.49932
"PE_vs_NP","Baseline",303,0.344,0.5
"PE_vs_NP","Baseline",303,0.345,0.5
"PE_vs_NP","Baseline",303,0.346,0.5
"PE_vs_NP","Baseline",303,0.347,0.5
"PE_vs_NP","Baseline",303,0.348,0.5
"PE_vs_NP","Baseline",303,0.349,0.5
"PE_vs_NP","Baseline",303,0.35,0.5
"PE_vs_NP","Baseline",303,0.351,0.5
"PE_vs_NP","Baseline",303,0.352,0.5
"PE_vs_NP","Baseline",303,0.353,0.5
"PE_vs_NP","Baseline",303,0.354,0.5
"PE_vs_NP","Baseline",303,0.355,0.503933333333333
"PE_vs_NP","Baseline",303,0.356,0.506666666666667
"PE_vs_NP","Baseline",303,0.357,0.506666666666667
"PE_vs_NP","Baseline",303,0.358,0.506666666666667
"PE_vs_NP","Baseline",303,0.359,0.506666666666667
"PE_vs_NP","Baseline",303,0.36,0.506666666666667
"PE_vs_NP","Baseline",303,0.361,0.506666666666667
"PE_vs_NP","Baseline",303,0.362,0.506666666666667
"PE_vs_NP","Baseline",303,0.363,0.506666666666667
"PE_vs_NP","Baseline",303,0.364,0.506666666666667
"PE_vs_NP","Baseline",303,0.365,0.506666666666667
"PE_vs_NP","Baseline",303,0.366,0.506666666666667
"PE_vs_NP","Baseline",303,0.367,0.509906666666667
"PE_vs_NP","Baseline",303,0.368,0.513813333333333
"PE_vs_NP","Baseline",303,0.369,0.516006666666667
"PE_vs_NP","Baseline",303,0.37,0.5182
"PE_vs_NP","Baseline",303,0.371,0.52
"PE_vs_NP","Baseline",303,0.372,0.52
"PE_vs_NP","Baseline",303,0.373,0.52
"PE_vs_NP","Baseline",303,0.374,0.52
"PE_vs_NP","Baseline",303,0.375,0.52
"PE_vs_NP","Baseline",303,0.376,0.52
"PE_vs_NP","Baseline",303,0.377,0.52
"PE_vs_NP","Baseline",303,0.378,0.52
"PE_vs_NP","Baseline",303,0.379,0.52
"PE_vs_NP","Baseline",303,0.38,0.52
"PE_vs_NP","Baseline",303,0.381,0.52
"PE_vs_NP","Baseline",303,0.382,0.52
"PE_vs_NP","Baseline",303,0.383,0.52
"PE_vs_NP","Baseline",303,0.384,0.52
"PE_vs_NP","Baseline",303,0.385,0.52
"PE_vs_NP","Baseline",303,0.386,0.52
"PE_vs_NP","Baseline",303,0.387,0.52
"PE_vs_NP","Baseline",303,0.388,0.52
"PE_vs_NP","Baseline",303,0.389,0.52
"PE_vs_NP","Baseline",303,0.39,0.52
"PE_vs_NP","Baseline",303,0.391,0.52
"PE_vs_NP","Baseline",303,0.392,0.52
"PE_vs_NP","Baseline",303,0.393,0.52
"PE_vs_NP","Baseline",303,0.394,0.52
"PE_vs_NP","Baseline",303,0.395,0.52
"PE_vs_NP","Baseline",303,0.396,0.52
"PE_vs_NP","Baseline",303,0.397,0.52
"PE_vs_NP","Baseline",303,0.398,0.52
"PE_vs_NP","Baseline",303,0.399,0.52
"PE_vs_NP","Baseline",303,0.4,0.52
"PE_vs_NP","Baseline",303,0.401,0.52
"PE_vs_NP","Baseline",303,0.402,0.52
"PE_vs_NP","Baseline",303,0.403,0.52
"PE_vs_NP","Baseline",303,0.404,0.52
"PE_vs_NP","Baseline",303,0.405,0.52
"PE_vs_NP","Baseline",303,0.406,0.52
"PE_vs_NP","Baseline",303,0.407,0.52
"PE_vs_NP","Baseline",303,0.408,0.52
"PE_vs_NP","Baseline",303,0.409,0.520813333333333
"PE_vs_NP","Baseline",303,0.41,0.5252
"PE_vs_NP","Baseline",303,0.411,0.526666666666667
"PE_vs_NP","Baseline",303,0.412,0.526666666666667
"PE_vs_NP","Baseline",303,0.413,0.526666666666667
"PE_vs_NP","Baseline",303,0.414,0.526666666666667
"PE_vs_NP","Baseline",303,0.415,0.526666666666667
"PE_vs_NP","Baseline",303,0.416,0.526666666666667
"PE_vs_NP","Baseline",303,0.417,0.526666666666667
"PE_vs_NP","Baseline",303,0.418,0.526666666666667
"PE_vs_NP","Baseline",303,0.419,0.526666666666667
"PE_vs_NP","Baseline",303,0.42,0.526666666666667
"PE_vs_NP","Baseline",303,0.421,0.526696666666667
"PE_vs_NP","Baseline",303,0.422,0.527793333333333
"PE_vs_NP","Baseline",303,0.423,0.52889
"PE_vs_NP","Baseline",303,0.424,0.529986666666667
"PE_vs_NP","Baseline",303,0.425,0.531083333333333
"PE_vs_NP","Baseline",303,0.426,0.53218
"PE_vs_NP","Baseline",303,0.427,0.533276666666667
"PE_vs_NP","Baseline",303,0.428,0.533333333333333
"PE_vs_NP","Baseline",303,0.429,0.533333333333333
"PE_vs_NP","Baseline",303,0.43,0.533333333333333
"PE_vs_NP","Baseline",303,0.431,0.533333333333333
"PE_vs_NP","Baseline",303,0.432,0.533333333333333
"PE_vs_NP","Baseline",303,0.433,0.533333333333333
"PE_vs_NP","Baseline",303,0.434,0.533333333333333
"PE_vs_NP","Baseline",303,0.435,0.533333333333333
"PE_vs_NP","Baseline",303,0.436,0.533333333333333
"PE_vs_NP","Baseline",303,0.437,0.533333333333333
"PE_vs_NP","Baseline",303,0.438,0.533333333333333
"PE_vs_NP","Baseline",303,0.439,0.533333333333333
"PE_vs_NP","Baseline",303,0.44,0.533333333333333
"PE_vs_NP","Baseline",303,0.441,0.533333333333333
"PE_vs_NP","Baseline",303,0.442,0.533333333333333
"PE_vs_NP","Baseline",303,0.443,0.54
"PE_vs_NP","Baseline",303,0.444,0.54
"PE_vs_NP","Baseline",303,0.445,0.54
"PE_vs_NP","Baseline",303,0.446,0.54
"PE_vs_NP","Baseline",303,0.447,0.54
"PE_vs_NP","Baseline",303,0.448,0.54
"PE_vs_NP","Baseline",303,0.449,0.54
"PE_vs_NP","Baseline",303,0.45,0.54
"PE_vs_NP","Baseline",303,0.451,0.54
"PE_vs_NP","Baseline",303,0.452,0.54
"PE_vs_NP","Baseline",303,0.453,0.54
"PE_vs_NP","Baseline",303,0.454,0.54
"PE_vs_NP","Baseline",303,0.455,0.54
"PE_vs_NP","Baseline",303,0.456,0.54
"PE_vs_NP","Baseline",303,0.457,0.54
"PE_vs_NP","Baseline",303,0.458,0.54
"PE_vs_NP","Baseline",303,0.459,0.54
